1. Âge :,2. Genre :,3. Dans quelle région êtes-vous basé(e) ?,4. Profession : ,5. A quel type d'établissement appartenez-vous ?,6. Niveau déducation  :,7. Votre moyenne l'année précédente :,1. Avez-vous déjà entendu parler de l'intelligence artificielle (IA) ?,2. Comment évalueriez-vous votre niveau de connaissance de l'IA ?,3. Avez-vous suivi une formation ou un cours sur l'IA ?,"1. Êtes-vous satisfait(e) de la qualité de l’enseignement dans votre établissement (lycée, collège ou faculté) ?     ",2. À quel niveau l’IA est-elle utilisée dans votre environnement éducatif ?,"3. Sur une échelle de 1 à 5, pensez-vous que l’IA améliore la qualité de l’éducation?",4. Quels outils d’IA utilisez-vous pour préparer vos cours ou évaluer les élèves ?(Pour Enseignant),5. Comment percevez-vous l’impact de l’IA sur la méthode d’enseignement ? ,"1. Quels avantages voyez-vous dans l’utilisation de l’IA dans l’éducation ?",2. Avez-vous déjà utilisé un outil d’IA pour compléter un projet académique?,"3. Quels risques pensez-vous que l’IA peut apporter dans l’éducation ?",4.  Avez-vous déjà utilisé un outil d’IA pour obtenir des réponses pendant un examen?
18-25 ans,Masculin,Tunis,Étudiant(e),Public,Universitaire (Licence),13.22,Oui,Connaissance intermédiaire,Non,Moyennement,Fortement intégrée dans les programmes,5.22553770120089,"Génération de contenu pédagogique (ex: ChatGPT), Autre",Positif,"Amélioration de l’apprentissage personnalisé., Automatisation des tâches répétitives pour les enseignants, Accès à des ressources éducatives innovantes, Meilleure gestion administrative",Oui,"Perte de créativité chez les élèves., Remplacement partiel des enseignants.",Oui
18-25 ans,Féminin,Tunis,Étudiant(e),Public,Ingénieurie,9,Oui,Connaissance intermédiaire,Non,Oui,Fortement intégrée dans les programmes,3.49689198215264,Génération de contenu pédagogique (ex: ChatGPT),Neutre,Automatisation des tâches répétitives pour les enseignants,Non,Perte de créativité chez les élèves.,Non
18-25 ans,Féminin,Tunis ,Étudiant(e),Privé,Universitaire (Licence),10.26,Oui,Connaissance de base,Oui,Non,Très peu ou pas utilisée,3.79594425679034,Génération de contenu pédagogique (ex: ChatGPT),Positif,"Amélioration de l’apprentissage personnalisé., Automatisation des tâches répétitives pour les enseignants, Accès à des ressources éducatives innovantes, Meilleure gestion administrative",Oui,Perte de créativité chez les élèves.,Non
18-25 ans,Féminin,Nabeul,Étudiant(e),Public,Ingénieurie,10.6,Oui,Connaissance intermédiaire,Non,Moyennement,Utilisée pour certaines tâches,3.36174441805283,"Correction automatique., Génération de contenu pédagogique (ex: ChatGPT)",Neutre,"Automatisation des tâches répétitives pour les enseignants, Meilleure gestion administrative",Oui,Perte de créativité chez les élèves.,Non
12-18 ans,Féminin,Nabeul ,Élève,Public,Secondaire,14.05,Oui,Connaissance intermédiaire,Oui,Oui,Très peu ou pas utilisée,4.94921506853478,Correction automatique.,Positif,"Amélioration de l’apprentissage personnalisé., Automatisation des tâches répétitives pour les enseignants",Oui,Dépendance à la technologie.,Non
18-25 ans,Féminin,Sousse,Étudiant(e),Public,Ingénieurie,10.09,Oui,Connaissance intermédiaire,Oui,Non,Utilisée pour certaines tâches,3.55592655095815,Correction automatique.,Négatif,"Amélioration de l’apprentissage personnalisé., Accès à des ressources éducatives innovantes",Oui,Dépendance à la technologie.,Oui
18-25 ans,Féminin,Grand Tunis ,Étudiant(e),Public,Ingénieurie,11,Oui,Connaissance de base,Oui,Non,Très peu ou pas utilisée,2.33341331022885,Génération de contenu pédagogique (ex: ChatGPT),Positif,"Amélioration de l’apprentissage personnalisé., Accès à des ressources éducatives innovantes, Meilleure gestion administrative",Oui,"Perte de créativité chez les élèves., Dépendance à la technologie., Remplacement partiel des enseignants.",Non
Plus de 45 ans,Féminin,Arianna,Adminitratif(ve),Public,Secondaire,11,Oui,Connaissance de base,Non,Moyennement,Très peu ou pas utilisée,3.33961567060652,Génération de contenu pédagogique (ex: ChatGPT),Positif,Amélioration de l’apprentissage personnalisé.,Oui,Dépendance à la technologie.,Non
12-18 ans,Féminin,Nabeul ,Élève,Public,Secondaire,15.56,Oui,Connaissance intermédiaire,Non,Non,Utilisée pour certaines tâches,3.87212192107349,Autre,Négatif,Accès à des ressources éducatives innovantes,Non,Perte de créativité chez les élèves.,Non
18-25 ans,Féminin,Tunis,Étudiant(e),Public,Universitaire (Licence),17.6,Oui,Connaissance de base,Oui,Non,Très peu ou pas utilisée,4.62767916067579,Génération de contenu pédagogique (ex: ChatGPT),Positif,"Amélioration de l’apprentissage personnalisé., Accès à des ressources éducatives innovantes, Meilleure gestion administrative",Oui,"Perte de créativité chez les élèves., Dépendance à la technologie.",Oui
18-25 ans,Masculin,Tunis,Étudiant(e),Public,Ingénieurie,11,Oui,Connaissance de base,Oui,Moyennement,Utilisée pour certaines tâches,3.60839830815396,Génération de contenu pédagogique (ex: ChatGPT),Négatif,Amélioration de l’apprentissage personnalisé.,Oui,"Perte de créativité chez les élèves., Remplacement partiel des enseignants.",Oui
18-25 ans,Féminin,Tunis,Étudiant(e),Public,Ingénieurie,10.56,Oui,Connaissance intermédiaire,Non,Moyennement,Fortement intégrée dans les programmes,4.632301473014,"Correction automatique., Génération de contenu pédagogique (ex: ChatGPT), Autre",Positif,"Amélioration de l’apprentissage personnalisé., Meilleure gestion administrative",Oui,Dépendance à la technologie.,Oui
18-25 ans,Féminin,Tunis,Étudiant(e),Public,Ingénieurie,9 (c'était en 2eme année prepa),Oui,Connaissance de base,Oui,Moyennement,Très peu ou pas utilisée,4.68658028153369,Génération de contenu pédagogique (ex: ChatGPT),Positif,"Amélioration de l’apprentissage personnalisé., Automatisation des tâches répétitives pour les enseignants, Accès à des ressources éducatives innovantes, Meilleure gestion administrative",Oui,Dépendance à la technologie.,Non
18-25 ans,Féminin,Tunis,Étudiant(e),Public,Ingénieurie,13,Oui,Connaissance de base,Oui,Oui,Utilisée pour certaines tâches,3.58859382591677,"Génération de contenu pédagogique (ex: ChatGPT), Autre",Positif,"Amélioration de l’apprentissage personnalisé., Accès à des ressources éducatives innovantes",Oui,"Perte de créativité chez les élèves., Dépendance à la technologie., Remplacement partiel des enseignants.",Non
18-25 ans,Masculin,Nabeul,Étudiant(e),Privé,Universitaire (Licence),10.23,Non,Connaissance de base,Oui,Oui,Utilisée pour certaines tâches,4.85936854974617,Génération de contenu pédagogique (ex: ChatGPT),Positif,Amélioration de l’apprentissage personnalisé.,Oui,Perte de créativité chez les élèves.,Oui
12-18 ans,Féminin,Nabeul,Élève,Public,Secondaire,11,Oui,Connaissance de base,Non,Non,Utilisée pour certaines tâches,2.04686751591606,Correction automatique.,Neutre,Amélioration de l’apprentissage personnalisé.,Oui,Perte de créativité chez les élèves.,Non
18-25 ans,Féminin,Gafsa,Étudiant(e),Public,Ingénieurie,14.89,Oui,Connaissance intermédiaire,Oui,Moyennement,Utilisée pour certaines tâches,4.73287758222321,"Génération de contenu pédagogique (ex: ChatGPT), Autre",Positif,"Amélioration de l’apprentissage personnalisé., Automatisation des tâches répétitives pour les enseignants, Accès à des ressources éducatives innovantes, Meilleure gestion administrative",Non,Perte de créativité chez les élèves.,Oui
18-25 ans,Masculin,Tunis ,Étudiant(e),Public,Ingénieurie,13.5,Oui,Connaissance avancée,Oui,Moyennement,Utilisée pour certaines tâches,3.02065776023681,Génération de contenu pédagogique (ex: ChatGPT),Positif,Meilleure gestion administrative,Oui,"Perte de créativité chez les élèves., Dépendance à la technologie.",Non
18-25 ans,Féminin,Ben Arous,Étudiant(e),Public,Universitaire (Licence),12:56,Oui,Connaissance intermédiaire,Non,Moyennement,Utilisée pour certaines tâches,4.23521358770606,Génération de contenu pédagogique (ex: ChatGPT),Positif,Amélioration de l’apprentissage personnalisé.,Oui,Perte de créativité chez les élèves.,Non
18-25 ans,Féminin, Nord ouest de la Tunis ,Étudiant(e),Public,Ingénieurie,12,Oui,Connaissance avancée,Oui,Moyennement,Utilisée pour certaines tâches,2.80644044263084,Génération de contenu pédagogique (ex: ChatGPT),Positif,"Amélioration de l’apprentissage personnalisé., Accès à des ressources éducatives innovantes, Meilleure gestion administrative",Oui,"Perte de créativité chez les élèves., Dépendance à la technologie.",Non
18-25 ans,Féminin,Tunis,Étudiant(e),Public,Ingénieurie,9 (c'était en 2eme année prepa),Oui,Connaissance de base,Oui,Moyennement,Très peu ou pas utilisée,4.95113887917789,Génération de contenu pédagogique (ex: ChatGPT),Positif,"Amélioration de l’apprentissage personnalisé., Automatisation des tâches répétitives pour les enseignants, Accès à des ressources éducatives innovantes, Meilleure gestion administrative",Oui,Dépendance à la technologie.,Non
12-18 ans,Féminin,Beni Khiyar ,Élève,Public,Secondaire,16.7,Non,Aucune connaissance,Non,Oui,Utilisée pour certaines tâches,2.80908165901581,Autre,Neutre,Amélioration de l’apprentissage personnalisé.,Non,Dépendance à la technologie.,Non
12-18 ans,Féminin,Nabeul,Élève,Public,Secondaire,11,Oui,Connaissance de base,Non,Non,Utilisée pour certaines tâches,2.36326337400342,Correction automatique.,Neutre,Amélioration de l’apprentissage personnalisé.,Oui,Perte de créativité chez les élèves.,Non
Plus de 45 ans,Masculin,Mahdia,Chercheur(se),Public,Universitaire (Master),11,Oui,Connaissance de base,Non,Moyennement,Très peu ou pas utilisée,3.68563887423197,Génération de contenu pédagogique (ex: ChatGPT),Négatif,"Amélioration de l’apprentissage personnalisé., Automatisation des tâches répétitives pour les enseignants, Meilleure gestion administrative",Oui,Perte de créativité chez les élèves.,Non
18-25 ans,Féminin,Manouba,Étudiant(e),Public,Ingénieurie,10.22,Oui,Connaissance de base,Oui,Moyennement,Très peu ou pas utilisée,3.38917939019433,"Correction automatique., Génération de contenu pédagogique (ex: ChatGPT)",Positif,Automatisation des tâches répétitives pour les enseignants,Oui,Perte de créativité chez les élèves.,Non
18-25 ans,Masculin,Kairouan,Étudiant(e),Public,Ingénieurie,11,Oui,Connaissance de base,Non,Moyennement,Très peu ou pas utilisée,2.92305185880729,"Correction automatique., Génération de contenu pédagogique (ex: ChatGPT), Autre",Positif,Amélioration de l’apprentissage personnalisé.,Oui,"Perte de créativité chez les élèves., Dépendance à la technologie.",Non
18-25 ans,Féminin,Arianna,Étudiant(e),Public,Ingénieurie,13.65,Oui,Connaissance de base,Non,Non,Très peu ou pas utilisée,4.10463666760307,Génération de contenu pédagogique (ex: ChatGPT),Positif,"Automatisation des tâches répétitives pour les enseignants, Accès à des ressources éducatives innovantes, Meilleure gestion administrative",Oui,Perte de créativité chez les élèves.,Non
18-25 ans,Féminin,Arianna,Étudiant(e),Public,Universitaire (Licence),11.08,Oui,Connaissance de base,Non,Oui,Très peu ou pas utilisée,2.45003561076625,Génération de contenu pédagogique (ex: ChatGPT),Positif,Accès à des ressources éducatives innovantes,Oui,Perte de créativité chez les élèves.,Oui
18-25 ans,Masculin,Nabeul,Étudiant(e),Public,Ingénieurie,11,Oui,Connaissance de base,Oui,Moyennement,Utilisée pour certaines tâches,4.68960149309605,Génération de contenu pédagogique (ex: ChatGPT),Positif,"Amélioration de l’apprentissage personnalisé., Accès à des ressources éducatives innovantes",Non,"Perte de créativité chez les élèves., Dépendance à la technologie., Remplacement partiel des enseignants.",Non
18-25 ans,Féminin,Nabeul ,Étudiant(e),Public,Universitaire (Master),13.44,Oui,Connaissance de base,Oui,Moyennement,Utilisée pour certaines tâches,3.78078928058295,Génération de contenu pédagogique (ex: ChatGPT),Positif,"Amélioration de l’apprentissage personnalisé., Accès à des ressources éducatives innovantes, Meilleure gestion administrative",Oui,Dépendance à la technologie.,Non
18-25 ans,Féminin,Manouba,Étudiant(e),Public,Ingénieurie,10.22,Oui,Connaissance de base,Oui,Moyennement,Très peu ou pas utilisée,4.83140545331782,"Correction automatique., Génération de contenu pédagogique (ex: ChatGPT)",Positif,Automatisation des tâches répétitives pour les enseignants,Oui,Perte de créativité chez les élèves.,Non
12-18 ans,Féminin,Nabeul,Élève,Public,Secondaire,7,Oui,Connaissance de base,Oui,Moyennement,Utilisée pour certaines tâches,4.48073102806562,Correction automatique.,Positif,Amélioration de l’apprentissage personnalisé.,Non,Perte de créativité chez les élèves.,Oui
18-25 ans,Féminin,Ben Arous,Étudiant(e),Public,Universitaire (Licence),12:56,Oui,Connaissance intermédiaire,Non,Moyennement,Utilisée pour certaines tâches,5.89713181950563,Génération de contenu pédagogique (ex: ChatGPT),Positif,Amélioration de l’apprentissage personnalisé.,Oui,Perte de créativité chez les élèves.,Non
Plus de 45 ans,Masculin,Nabeul,Enseignant(e),Public,Universitaire (Master),11,Oui,Connaissance intermédiaire,Non,Moyennement,Très peu ou pas utilisée,3.80728819631798,Génération de contenu pédagogique (ex: ChatGPT),Négatif,"Automatisation des tâches répétitives pour les enseignants, Accès à des ressources éducatives innovantes",Oui,Perte de créativité chez les élèves.,Oui
12-18 ans,Féminin,Tunis,Élève,Public,Secondaire,13.46,Non,Connaissance de base,Non,Non,Utilisée pour certaines tâches,3.38072871121875,Génération de contenu pédagogique (ex: ChatGPT),Positif,Amélioration de l’apprentissage personnalisé.,Non,Perte de créativité chez les élèves.,Non
18-25 ans,Féminin,Ben Arous ,Étudiant(e),Public,Universitaire (Licence),10.50,Oui,Connaissance de base,Non,Non,Très peu ou pas utilisée,2.98068195311881,Génération de contenu pédagogique (ex: ChatGPT),Neutre,Meilleure gestion administrative,Non,Perte de créativité chez les élèves.,Non
Plus de 45 ans,Masculin,Gafsa,Enseignant(e),Public,Universitaire (Licence),11,Oui,Aucune connaissance,Non,Moyennement,Très peu ou pas utilisée,1.4069429755438,Autre,Positif,Automatisation des tâches répétitives pour les enseignants,Non,Remplacement partiel des enseignants.,Non
18-25 ans,Masculin,Tunisnne ,Étudiant(e),Public,Ingénieurie,13.54,Oui,Connaissance intermédiaire,Non,Oui,Utilisée pour certaines tâches,3.31332547160721,Correction automatique.,Positif,Amélioration de l’apprentissage personnalisé.,Oui,Perte de créativité chez les élèves.,Oui
18-25 ans,Féminin,Tunis ,Étudiant(e),Public,Ingénieurie,11,Oui,Connaissance intermédiaire,Oui,Moyennement,Utilisée pour certaines tâches,3.29814288680265,Génération de contenu pédagogique (ex: ChatGPT),Neutre,Meilleure gestion administrative,Oui,Perte de créativité chez les élèves.,Non
18-25 ans,Féminin,Tunis,Étudiant(e),Public,Ingénieurie,10.56,Oui,Connaissance intermédiaire,Non,Moyennement,Fortement intégrée dans les programmes,4.98313175703503,"Correction automatique., Génération de contenu pédagogique (ex: ChatGPT), Autre",Positif,"Amélioration de l’apprentissage personnalisé., Meilleure gestion administrative",Oui,Dépendance à la technologie.,Oui
12-18 ans,Féminin,Nabeul,Élève,Public,Secondaire,7,Oui,Connaissance de base,Oui,Moyennement,Utilisée pour certaines tâches,4.83941555541864,Correction automatique.,Positif,Amélioration de l’apprentissage personnalisé.,Non,Perte de créativité chez les élèves.,Oui
18-25 ans,Féminin,Tunis,Étudiant(e),Public,Autre,10.73,Oui,Connaissance intermédiaire,Non,Moyennement,Utilisée pour certaines tâches,3.85302777820811,Génération de contenu pédagogique (ex: ChatGPT),Positif,Amélioration de l’apprentissage personnalisé.,Oui,Dépendance à la technologie.,Non
18-25 ans,Masculin,Tunis,Étudiant(e),Public,Ingénieurie,3.65,Oui,Connaissance de base,Oui,Moyennement,Utilisée pour certaines tâches,3.61940657629249,Génération de contenu pédagogique (ex: ChatGPT),Positif,"Amélioration de l’apprentissage personnalisé., Automatisation des tâches répétitives pour les enseignants, Meilleure gestion administrative",Oui,Remplacement partiel des enseignants.,Non
18-25 ans,Féminin,Manouba ,Étudiant(e),Public,Universitaire (Licence),11,Oui,Connaissance intermédiaire,Non,Moyennement,Très peu ou pas utilisée,1.32767504442352,Autre,Négatif,Accès à des ressources éducatives innovantes,Non,"Perte de créativité chez les élèves., Remplacement partiel des enseignants.",Oui
18-25 ans,Masculin,Nabeul,Élève,Privé,Secondaire,14,Oui,Connaissance de base,Non,Moyennement,Très peu ou pas utilisée,2.99971729246106,Génération de contenu pédagogique (ex: ChatGPT),Neutre,Amélioration de l’apprentissage personnalisé.,Oui,Perte de créativité chez les élèves.,Oui
12-18 ans,Féminin,Nabeul,Élève,Public,Secondaire,11,Oui,Connaissance de base,Non,Non,Utilisée pour certaines tâches,2.16537542875863,Correction automatique.,Neutre,Amélioration de l’apprentissage personnalisé.,Oui,Perte de créativité chez les élèves.,Non
18-25 ans,Féminin,Sfax,Étudiant(e),Public,Ingénieurie,Je sais pas,Oui,Connaissance de base,Non,Oui,Très peu ou pas utilisée,4.78564517437622,Génération de contenu pédagogique (ex: ChatGPT),Positif,"Amélioration de l’apprentissage personnalisé., Accès à des ressources éducatives innovantes",Non,"Perte de créativité chez les élèves., Dépendance à la technologie.",Non
26-35 ans,Féminin,Arianna,Adminitratif(ve),Public,Universitaire (Licence),11,Oui,Connaissance de base,Non,Moyennement,Très peu ou pas utilisée,4.08265044947767,Génération de contenu pédagogique (ex: ChatGPT),Positif,Accès à des ressources éducatives innovantes,Non,Perte de créativité chez les élèves.,Non
12-18 ans,Féminin,Beni khiar ,Élève,Public,Secondaire,Première année ,Oui,Connaissance intermédiaire,Non,Oui,Très peu ou pas utilisée,0.732316861453458,Génération de contenu pédagogique (ex: ChatGPT),Positif,Meilleure gestion administrative,Non,Dépendance à la technologie.,Oui
18-25 ans,Masculin,Tunis,Étudiant(e),Public,Ingénieurie,13.37,Oui,Connaissance avancée,Oui,Non,Fortement intégrée dans les programmes,5.47673256530997,Génération de contenu pédagogique (ex: ChatGPT),Positif,Meilleure gestion administrative,Oui,Dépendance à la technologie.,Oui
36-45 ans,Féminin,Tunis,Enseignant(e),Public,Universitaire (Licence),11,Oui,Connaissance de base,Non,Moyennement,Très peu ou pas utilisée,3.21653416238299,Autre,Positif,Accès à des ressources éducatives innovantes,Non,Perte de créativité chez les élèves.,Non
18-25 ans,Masculin,Nabeul,Étudiant(e),Public,Ingénieurie,13.05,Oui,Connaissance de base,Non,Oui,Utilisée pour certaines tâches,3.46837185825186,Génération de contenu pédagogique (ex: ChatGPT),Positif,"Amélioration de l’apprentissage personnalisé., Automatisation des tâches répétitives pour les enseignants, Accès à des ressources éducatives innovantes, Meilleure gestion administrative",Oui,Perte de créativité chez les élèves.,Non
18-25 ans,Féminin,Elkef,Étudiant(e),Public,Ingénieurie,11,Oui,Connaissance intermédiaire,Non,Oui,Utilisée pour certaines tâches,4.67669026874581,Génération de contenu pédagogique (ex: ChatGPT),Positif,Amélioration de l’apprentissage personnalisé.,Oui,"Perte de créativité chez les élèves., Dépendance à la technologie.",Non
12-18 ans,Féminin,Nabeul,Étudiant(e),Public,Secondaire,12,Oui,Connaissance de base,Oui,Non,Utilisée pour certaines tâches,3.05451115210361,Génération de contenu pédagogique (ex: ChatGPT),Positif,Automatisation des tâches répétitives pour les enseignants,Oui,Perte de créativité chez les élèves.,Oui
18-25 ans,Masculin,Tunis,Étudiant(e),Public,Ingénieurie,11 ( 2eme prépa) ,Oui,Connaissance de base,Non,Moyennement,Très peu ou pas utilisée,4.29369831786697,Génération de contenu pédagogique (ex: ChatGPT),Neutre,"Amélioration de l’apprentissage personnalisé., Automatisation des tâches répétitives pour les enseignants, Meilleure gestion administrative",Oui,"Perte de créativité chez les élèves., Dépendance à la technologie.",Non
12-18 ans,Féminin,Nabeul ,Élève,Public,Secondaire,12,Oui,Aucune connaissance,Non,Oui,Très peu ou pas utilisée,5.84375245321693,Génération de contenu pédagogique (ex: ChatGPT),Positif,Accès à des ressources éducatives innovantes,Oui,Perte de créativité chez les élèves.,Non
36-45 ans,Masculin,Arianna,Enseignant(e),Public,Universitaire (Master),11,Oui,Connaissance de base,Oui ,Non,Très peu ou pas utilisée,4.61429280439513,Génération de contenu pédagogique (ex: ChatGPT),Positif,Automatisation des tâches répétitives pour les enseignants,Non,Perte de créativité chez les élèves.,Non
36-45 ans,Féminin,Tunis,Enseignant(e),Public,Universitaire (Licence),11,Oui,Connaissance de base,Non,Oui,Très peu ou pas utilisée,3.00339856640901,Génération de contenu pédagogique (ex: ChatGPT),Positif,Meilleure gestion administrative,Non,Perte de créativité chez les élèves.,Non
18-25 ans,Féminin,Bizerte/monastir ,Étudiant(e),Public,Ingénieurie,11,Oui,Connaissance de base,Oui,Moyennement,Utilisée pour certaines tâches,3.98402872282532,Génération de contenu pédagogique (ex: ChatGPT),Positif,"Amélioration de l’apprentissage personnalisé., Accès à des ressources éducatives innovantes",Oui,"Perte de créativité chez les élèves., Dépendance à la technologie.",Non
Plus de 45 ans,Masculin,Tunis,Adminitratif(ve),Public,Secondaire,11,Oui,Aucune connaissance,Non,Oui,Très peu ou pas utilisée,4.96289832263531,Génération de contenu pédagogique (ex: ChatGPT),Positif,Meilleure gestion administrative,Non,Perte de créativité chez les élèves.,Non
18-25 ans,Féminin,Tunis,Étudiant(e),Public,Ingénieurie,11,Oui,Connaissance intermédiaire,Non,Non,Fortement intégrée dans les programmes,5.39472883140188,Génération de contenu pédagogique (ex: ChatGPT),Positif,"Amélioration de l’apprentissage personnalisé., Accès à des ressources éducatives innovantes",Oui,Dépendance à la technologie.,Oui
18-25 ans,Féminin,Nabeul,Étudiant(e),Public,Ingénieurie,11,Oui,Connaissance intermédiaire,Oui,Moyennement,Utilisée pour certaines tâches,4.08737692495556,Génération de contenu pédagogique (ex: ChatGPT),Positif,"Amélioration de l’apprentissage personnalisé., Accès à des ressources éducatives innovantes",Oui,"Perte de créativité chez les élèves., Dépendance à la technologie.",Oui
18-25 ans,Masculin,Tunis,Étudiant(e),Public,Ingénieurie,16,Oui,Connaissance de base,Oui,Moyennement,Utilisée pour certaines tâches,2.47811447528582,Génération de contenu pédagogique (ex: ChatGPT),Neutre,Amélioration de l’apprentissage personnalisé.,Non,"Perte de créativité chez les élèves., Dépendance à la technologie.",Non
12-18 ans,Féminin,Tunis,Élève,Public,Secondaire,13.46,Non,Connaissance de base,Non,Non,Utilisée pour certaines tâches,3.01159434620493,Génération de contenu pédagogique (ex: ChatGPT),Positif,Amélioration de l’apprentissage personnalisé.,Non,Perte de créativité chez les élèves.,Non
18-25 ans,Féminin,Ben Arous ,Étudiant(e),Public,Universitaire (Licence),10.50,Oui,Connaissance de base,Non,Non,Très peu ou pas utilisée,2.32243708462017,Génération de contenu pédagogique (ex: ChatGPT),Neutre,Meilleure gestion administrative,Non,Perte de créativité chez les élèves.,Non
18-25 ans,Féminin,Nabeul,Étudiant(e),Public,Universitaire (Master),14,Oui,Connaissance intermédiaire,Oui,Non,Fortement intégrée dans les programmes,4.28264099010662,Génération de contenu pédagogique (ex: ChatGPT),Positif,Meilleure gestion administrative,Oui,Perte de créativité chez les élèves.,Non
18-25 ans,Féminin,Tunis,Étudiant(e),Public,Universitaire (Licence),13,Oui,Connaissance de base,Oui,Moyennement,Très peu ou pas utilisée,3.53496215426888,Génération de contenu pédagogique (ex: ChatGPT),Neutre,"Amélioration de l’apprentissage personnalisé., Automatisation des tâches répétitives pour les enseignants, Accès à des ressources éducatives innovantes, Meilleure gestion administrative",Oui,"Perte de créativité chez les élèves., Dépendance à la technologie.",Non
18-25 ans,Féminin,Tunis,Étudiant(e),Public,Ingénieurie,14.65,Oui,Connaissance intermédiaire,Oui,Moyennement,Très peu ou pas utilisée,2.33489162178762,Génération de contenu pédagogique (ex: ChatGPT),Positif,Accès à des ressources éducatives innovantes,Oui,"Perte de créativité chez les élèves., Dépendance à la technologie., Remplacement partiel des enseignants.",Non
36-45 ans,Féminin,Tunis,Adminitratif(ve),Public,Universitaire (Licence),11,Oui,Connaissance intermédiaire,Non,Moyennement,Utilisée pour certaines tâches,4.78060414214098,Génération de contenu pédagogique (ex: ChatGPT),Positif,Amélioration de l’apprentissage personnalisé.,Non,Perte de créativité chez les élèves.,Non
18-25 ans,Féminin,Nabeul ,Étudiant(e),Public,Universitaire (Master),13.44,Oui,Connaissance de base,Oui,Moyennement,Utilisée pour certaines tâches,2.66694653753164,Génération de contenu pédagogique (ex: ChatGPT),Positif,"Amélioration de l’apprentissage personnalisé., Accès à des ressources éducatives innovantes, Meilleure gestion administrative",Oui,Dépendance à la technologie.,Non
18-25 ans,Féminin,Nabeul ,Étudiant(e),Public,Universitaire (Master),13.44,Oui,Connaissance de base,Oui,Moyennement,Utilisée pour certaines tâches,3.87705058595487,Génération de contenu pédagogique (ex: ChatGPT),Positif,"Amélioration de l’apprentissage personnalisé., Accès à des ressources éducatives innovantes, Meilleure gestion administrative",Oui,Dépendance à la technologie.,Non
18-25 ans,Féminin,Ben Arous ,Étudiant(e),Public,Universitaire (Licence),10.50,Oui,Connaissance de base,Non,Non,Très peu ou pas utilisée,3.4789405733079,Génération de contenu pédagogique (ex: ChatGPT),Neutre,Meilleure gestion administrative,Non,Perte de créativité chez les élèves.,Non
18-25 ans,Masculin,Tunis,Étudiant(e),Public,Ingénieurie,11,Oui,Connaissance de base,Oui,Moyennement,Utilisée pour certaines tâches,3.76658762833774,Génération de contenu pédagogique (ex: ChatGPT),Négatif,Amélioration de l’apprentissage personnalisé.,Oui,"Perte de créativité chez les élèves., Remplacement partiel des enseignants.",Oui
18-25 ans,Féminin,Mhadia,Étudiant(e),Public,Ingénieurie,10,Oui,Connaissance de base,Non,Non,Très peu ou pas utilisée,2.83106243072099,"Correction automatique., Génération de contenu pédagogique (ex: ChatGPT)",Neutre,Meilleure gestion administrative,Oui,"Perte de créativité chez les élèves., Dépendance à la technologie., Remplacement partiel des enseignants.",Oui
18-25 ans,Féminin,Gabes,Étudiant(e),Public,Universitaire (Master),11,Oui,Connaissance de base,Oui,Non,Fortement intégrée dans les programmes,2.47868495618897,Autre,Positif,"Amélioration de l’apprentissage personnalisé., Meilleure gestion administrative",Oui,Remplacement partiel des enseignants.,Oui
18-25 ans,Masculin,Nabeul,Étudiant(e),Public,Ingénieurie,11,Oui,Connaissance de base,Oui,Moyennement,Utilisée pour certaines tâches,3.37201313621154,Génération de contenu pédagogique (ex: ChatGPT),Positif,"Amélioration de l’apprentissage personnalisé., Accès à des ressources éducatives innovantes",Non,"Perte de créativité chez les élèves., Dépendance à la technologie., Remplacement partiel des enseignants.",Non
12-18 ans,Féminin,Nabeul,Élève,Public,Secondaire,11,Oui,Connaissance de base,Non,Non,Très peu ou pas utilisée,3.26243819502196,Correction automatique.,Neutre,Amélioration de l’apprentissage personnalisé.,Oui,Perte de créativité chez les élèves.,Non
12-18 ans,Féminin,Nabeul ,Élève,Public,Secondaire,12,Oui,Aucune connaissance,Non,Oui,Très peu ou pas utilisée,4.55430568433015,Génération de contenu pédagogique (ex: ChatGPT),Positif,Accès à des ressources éducatives innovantes,Oui,Perte de créativité chez les élèves.,Non
18-25 ans,Féminin,Nabeul ,Étudiant(e),Public,Ingénieurie,14,Oui,Connaissance de base,Non,Moyennement,Très peu ou pas utilisée,3.49222187250094,Génération de contenu pédagogique (ex: ChatGPT),Neutre,Accès à des ressources éducatives innovantes,Oui,Perte de créativité chez les élèves.,Non
18-25 ans,Masculin,Tunis,Étudiant(e),Public,Ingénieurie,13.37,Oui,Connaissance avancée,Oui,Non,Fortement intégrée dans les programmes,5.5622258665044,Génération de contenu pédagogique (ex: ChatGPT),Positif,Meilleure gestion administrative,Oui,Dépendance à la technologie.,Oui
12-18 ans,Féminin,Nabeul,Élève,Public,Secondaire,10.85,Oui,Connaissance de base,Oui,Moyennement,Utilisée pour certaines tâches,3.79471210075627,Correction automatique.,Positif,Accès à des ressources éducatives innovantes,Oui,Dépendance à la technologie.,Non
18-25 ans,Féminin,Manouba,Étudiant(e),Public,Universitaire (Licence),13,Oui,Connaissance intermédiaire,Oui,Non,Très peu ou pas utilisée,3.25326299416386,"Génération de contenu pédagogique (ex: ChatGPT), Autre",Positif,Automatisation des tâches répétitives pour les enseignants,Oui,Perte de créativité chez les élèves.,Non
